Date,Minimum.temperature.C.,Maximum.temperature.C.,Rainfall.mm.,Direction.of.maximum.wind.gust,Speed.of.maximum.wind.gust.km.h.,Time.of.maximum.wind.gust,X9am.Temperature.C.,X9am.relative.humidity.,X9am.cloud.amount.oktas.,X9am.wind.direction,X9am.wind.speed.km.h.,X9am.MSL.pressure.hPa.,X3pm.Temperature.C.,X3pm.relative.humidity.,X3pm.cloud.amount.oktas.,X3pm.wind.direction,X3pm.wind.speed.km.h.,X3pm.MSL.pressure.hPa.,Season,Change24HrRelativeHumidity,Change24HrMSLpressurehPa,Change24HrCloudAmountOktas,SkyDivingWeatherTomorrow,Rain.tomorrow
20/04/2018,6.8,25.3,0,E,33,17:11:00,15,67,0,S,9,1022.8,24.5,32,0,SSW,2,1019.1,Autumn,0,0,0,FALSE,FALSE
21/04/2018,6,23.6,0,E,35,18:14:00,14,79,0,S,9,1024.7,22.6,42,0,NNE,13,1020.5,Autumn,10,1.3999999999999773,0,FALSE,FALSE
21/04/2018,6,23.6,0,E,35,18:14:00,14,79,0,S,9,1024.7,22.6,42,0,NNE,13,1020.5,Autumn,0,0,0,FALSE,FALSE
22/04/2018,10.8,19.5,0,NNE,17,06:38:00,14.5,76,1,NE,6,1024.5,18.2,64,8,SW,9,1021.5,Autumn,22,1,8,FALSE,FALSE
22/04/2018,10.8,19.5,0,NNE,17,06:38:00,14.5,76,1,NE,6,1024.5,18.2,64,8,SW,9,1021.5,Autumn,0,0,0,FALSE,FALSE
23/04/2018,5.4,24.2,0.2,W,19,13:51:00,12.9,76,0,Calm,0,1022.4,23.3,32,0,WSW,9,1018.9,Autumn,-32,-2.6000000000000227,-8,FALSE,FALSE
23/04/2018,5.4,24.2,0.2,W,19,13:51:00,12.9,76,0,Calm,0,1022.4,23.3,32,0,WSW,9,1018.9,Autumn,0,0,0,TRUE,FALSE
24/04/2018,4.4,26,0,Calm,31,00:00:05,13.2,71,0,ESE,4,1021.4,25.6,32,0,NNW,13,1016.6,Autumn,0,-2.2999999999999545,0,TRUE,FALSE
24/04/2018,4.4,26,0,Calm,33,00:00:04,13.2,71,0,ESE,4,1021.4,25.6,32,0,NNW,13,1016.6,Autumn,0,0,0,FALSE,FALSE
25/04/2018,5.6,27,0,ENE,26,17:29:00,16.4,57,0,WNW,6,1018.3,25.7,24,0,NW,9,1013.6,Autumn,-8,-3,0,FALSE,FALSE
25/04/2018,5.6,27,0,ENE,26,17:29:00,16.4,57,0,WNW,6,1018.3,25.7,24,0,NW,9,1013.6,Autumn,0,0,0,FALSE,FALSE
26/04/2018,7.1,23.7,0,E,43,18:14:00,13.7,78,0,NNW,7,1017.3,23,24,0,NNE,11,1014.8,Autumn,0,1.1999999999999318,0,FALSE,FALSE
26/04/2018,7.1,23.7,0,E,43,18:14:00,13.7,78,0,NNW,7,1017.3,23,24,0,NNE,11,1014.8,Autumn,0,0,0,TRUE,FALSE
27/04/2018,10.3,19.7,0,ENE,35,16:29:00,14.5,60,4,SSE,13,1024.3,18.6,39,0,E,15,1022.9,Autumn,15,8.100000000000023,0,TRUE,FALSE
27/04/2018,10.3,19.7,0,ENE,35,16:29:00,14.5,60,4,SSE,13,1024.3,18.6,39,0,E,15,1022.9,Autumn,0,0,0,FALSE,FALSE
28/04/2018,4.5,20,0,E,33,11:59:00,12.3,61,0,E,6,1027.8,18.6,46,6,E,20,1023.9,Autumn,7,1,6,FALSE,FALSE
28/04/2018,4.5,20,0,E,33,11:59:00,12.3,61,0,E,6,1027.8,18.6,46,6,E,20,1023.9,Autumn,0,0,0,FALSE,FALSE
29/04/2018,2.9,19.3,0,SW,35,15:49:00,11.5,74,8,SSE,7,1027,14.2,66,8,SSE,20,1024.2,Autumn,20,0.3000000000000682,2,FALSE,FALSE
29/04/2018,2.9,19.3,0,SW,35,15:49:00,11.5,74,8,SSE,7,1027,14.2,66,8,SSE,20,1024.2,Autumn,0,0,0,FALSE,TRUE
30/04/2018,2.9,19.8,5,SE,19,03:48:00,10.4,72,0,SSE,2,1028.2,19.4,28,0,WNW,7,1025.4,Autumn,-38,1.2000000000000455,-8,FALSE,TRUE
30/04/2018,2.9,19.8,5,SE,19,03:48:00,10.4,72,0,SSE,2,1028.2,19.4,28,0,WNW,7,1025.4,Autumn,0,0,0,FALSE,FALSE
01/05/2018,0.7,22.9,0,N,17,13:46:00,9.7,61,0,ESE,9,1028.4,22.7,24,0,NNW,9,1024.8,Autumn,-4,-0.6000000000001364,0,TRUE,FALSE
02/05/2018,5,20.2,0,NNW,31,13:55:00,9.7,75,8,Calm,0,1023.6,19.8,43,3,NNW,26,1020,Autumn,19,-4.7999999999999545,3,TRUE,FALSE
03/05/2018,4.3,24.5,0,NW,41,13:23:00,11.6,76,0,Calm,0,1021.4,23.7,31,1,NNW,31,1016.1,Autumn,-12,-3.8999999999999773,-2,FALSE,TRUE
04/05/2018,11.6,16.5,6,NW,72,11:41:00,12.8,95,8,NNW,31,1013,13.2,58,8,NW,35,1016.8,Autumn,27,0.6999999999999318,7,TRUE,TRUE
05/05/2018,2.6,19.1,2,NW,33,01:18:00,9.4,67,0,SSW,2,1029.1,18.6,42,0,N,11,1027.1,Autumn,-16,10.299999999999955,-8,FALSE,FALSE
06/05/2018,-0.1,19.8,0,WNW,22,14:02:00,8.6,71,0,SE,6,1033.5,19.1,29,0,NNW,11,1029.3,Autumn,-13,2.2000000000000455,0,TRUE,FALSE
07/05/2018,0,19.9,0,NW,48,15:41:00,6,88,0,N,2,1026.9,19.5,33,0,NW,31,1020.4,Autumn,4,-8.899999999999977,0,FALSE,FALSE
08/05/2018,6,22.6,0,NW,31,14:20:00,10.3,83,8,SSE,6,1023.7,20.3,39,8,NNW,24,1021.9,Autumn,6,1.5,8,TRUE,FALSE
09/05/2018,2.5,20.8,0,NNW,43,13:17:00,9.7,85,0,Calm,0,1022.9,19.4,28,0,NW,24,1017.8,Autumn,-11,-4.100000000000023,-8,FALSE,FALSE
10/05/2018,2.4,15.6,0,NW,52,11:16:00,12.9,60,0,NNW,26,1011.1,9.1,79,4,NNW,26,1008.4,Autumn,51,-9.399999999999977,4,TRUE,TRUE
11/05/2018,2.4,12.3,3.6,WNW,48,10:43:00,4.8,82,5,NNW,24,1009,7,72,8,NW,28,1008.3,Autumn,-7,-0.10000000000002274,4,FALSE,FALSE
12/05/2018,4.6,13,0.2,SSW,63,11:06:00,11.4,69,8,S,13,1012.1,11.5,75,6,SSW,17,1015.4,Autumn,3,7.100000000000023,-2,TRUE,FALSE
13/05/2018,8.6,17,0.2,SSW,57,05:47:00,11.7,58,0,S,43,1023.2,15.9,40,1,S,33,1023,Autumn,-35,7.600000000000023,-5,FALSE,FALSE
14/05/2018,1.2,17.7,0,S,30,02:29:00,9,70,0,SSE,15,1028.8,17.3,30,0,WNW,6,1024.7,Autumn,-10,1.7000000000000455,-1,FALSE,FALSE
15/05/2018,-1.9,15.5,0,N,20,13:13:00,4.3,91,0,NNW,6,1025.1,14.6,49,0,NNW,6,1022,Autumn,19,-2.7000000000000455,0,TRUE,FALSE
16/05/2018,-1.3,15.3,0,SSW,35,11:42:00,7.7,69,0,SE,13,1028.8,14.7,38,0,WNW,11,1026.2,Autumn,-11,4.2000000000000455,0,TRUE,FALSE
17/05/2018,-2.1,15.7,0,N,33,15:03:00,5,80,0,NNW,2,1027.5,14.7,48,0,NNW,22,1022.9,Autumn,10,-3.300000000000068,0,TRUE,FALSE
18/05/2018,-1.8,18.1,0,WNW,39,16:21:00,5.1,84,0,Calm,0,1023.8,16.7,46,0,N,13,1020.4,Autumn,-2,-2.5,0,FALSE,FALSE
19/05/2018,1.7,15.2,0,N,37,15:59:00,4,98,7,SE,6,1025.4,14.5,52,1,NNW,24,1020.9,Autumn,6,0.5,1,TRUE,FALSE
20/05/2018,-1.1,17,0,WNW,39,14:19:00,5.4,92,8,Calm,0,1022,14.9,41,0,NW,28,1018.5,Autumn,-11,-2.3999999999999773,-1,TRUE,FALSE
21/05/2018,5.4,16.9,0,WNW,44,10:35:00,13.8,53,5,NW,22,1020.6,15.7,43,0,WNW,28,1018.8,Autumn,2,0.2999999999999545,0,TRUE,FALSE
22/05/2018,6.8,20.3,0,WSW,43,14:59:00,10.6,71,0,NNW,19,1021.7,18.7,41,0,WSW,28,1019.8,Autumn,-2,1,0,FALSE,FALSE
23/05/2018,2.2,16.8,0,NNW,22,12:24:00,6.6,99,8,E,7,1027.7,15.6,64,0,NW,9,1023.7,Autumn,23,3.900000000000091,0,FALSE,FALSE
24/05/2018,2,16.9,0,WNW,17,14:09:00,6.9,99,8,NE,2,1026.8,16.2,54,0,W,7,1023,Autumn,-10,-0.7000000000000455,0,TRUE,FALSE
25/05/2018,2.1,16.5,0,NE,26,13:16:00,8.2,79,8,Calm,0,1030.4,15.9,45,0,ENE,11,1027.7,Autumn,-9,4.7000000000000455,0,FALSE,FALSE
26/05/2018,0.7,17.2,0,NW,15,23:55:00,6.3,93,8,ESE,9,1031.1,15.8,54,0,WSW,4,1027.8,Autumn,9,0.09999999999990905,0,TRUE,FALSE
27/05/2018,-2.4,17.3,0,WNW,19,14:21:00,5.8,87,0,Calm,0,1030.1,16.4,43,1,NW,13,1026.5,Autumn,-11,-1.2999999999999545,1,FALSE,FALSE
28/05/2018,2.9,17.7,0,N,30,13:50:00,7.4,81,4,SW,6,1026.4,16.5,46,7,N,15,1022.6,Autumn,3,-3.8999999999999773,6,TRUE,FALSE
29/05/2018,-0.1,17.1,0,NW,37,10:47:00,6.3,85,1,SSW,2,1020.7,12.8,82,8,N,24,1017.6,Autumn,36,-5,1,TRUE,TRUE
30/05/2018,1,13.4,3,SSW,35,11:37:00,5,99,8,NNW,2,1020.9,12.6,51,6,WNW,13,1019.5,Autumn,-31,1.8999999999999773,-2,FALSE,FALSE
31/05/2018,3.3,13.3,0,SSW,54,13:28:00,7.6,80,3,NNW,2,1022.5,12.4,40,0,S,22,1022.8,Autumn,-11,3.2999999999999545,-6,TRUE,FALSE
01/06/2018,3.3,12.6,0,S,46,23:18:00,7.2,66,7,S,28,1027,11.3,52,8,S,22,1025.8,Winter,12,3,8,TRUE,FALSE
02/06/2018,2.4,13.3,0,SSE,59,08:59:00,10,66,1,SSE,37,1023.4,11.4,62,8,S,31,1022.6,Winter,10,-3.199999999999932,0,FALSE,FALSE
03/06/2018,5.3,14.3,0,SSE,28,00:53:00,9.6,74,8,SSE,15,1024.3,13.6,57,8,SE,7,1021.8,Winter,-5,-0.8000000000000682,0,FALSE,FALSE
04/06/2018,4.2,14.9,0,W,24,16:05:00,9.2,82,8,SSE,9,1022.6,14.1,56,8,Calm,0,1020.9,Winter,-1,-0.8999999999999773,0,TRUE,TRUE
05/06/2018,2.6,13,1.4,ESE,35,14:45:00,8.2,77,0,SSE,15,1028.7,11.4,71,8,ESE,26,1028.3,Winter,15,7.399999999999977,0,TRUE,FALSE
06/06/2018,4.8,15.9,0,E,35,13:07:00,9.9,89,6,SE,11,1032.8,13.9,64,8,E,17,1031.2,Winter,-7,2.900000000000091,0,TRUE,FALSE
07/06/2018,2.2,16.6,0,NNE,26,12:11:00,7.7,99,7,Calm,0,1033.7,15.5,54,8,NNW,11,1028.5,Winter,-10,-2.7000000000000455,0,TRUE,FALSE
08/06/2018,3.6,13,0,NW,43,09:12:00,11.8,71,8,NNW,24,1025.2,11.3,80,8,NW,17,1022.4,Winter,26,-6.100000000000023,0,FALSE,TRUE
09/06/2018,8.6,13.2,4.4,NNW,22,00:37:00,9.1,99,8,NNE,7,1023.9,12.3,72,2,W,7,1022.6,Winter,-8,0.20000000000004547,-6,FALSE,TRUE
10/06/2018,3.4,15.1,1.4,SE,30,15:49:00,7.9,81,0,SE,9,1028.6,14.4,47,0,ESE,17,1026.3,Winter,-25,3.699999999999932,-2,FALSE,FALSE
11/06/2018,0.8,14.4,0,ENE,22,18:01:00,6.8,89,0,N,6,1026.6,13.2,44,2,E,7,1021.7,Winter,-3,-4.599999999999909,2,TRUE,TRUE
12/06/2018,0.3,10.9,2.2,NNW,33,13:57:00,5.1,99,8,ENE,4,1014.2,10.2,85,8,NNW,17,1009.8,Winter,41,-11.900000000000091,6,TRUE,TRUE
13/06/2018,5,14.1,1.4,WNW,39,13:01:00,9.2,90,1,NW,20,1012.1,11.4,56,8,WNW,20,1010.9,Winter,-29,1.1000000000000227,0,TRUE,FALSE
14/06/2018,6,12.1,0,WNW,46,14:57:00,9.7,69,2,NNW,17,1015.3,11,51,1,W,30,1014.8,Winter,-5,3.8999999999999773,-7,FALSE,FALSE
15/06/2018,7.1,10.9,0.8,NW,56,14:51:00,7.5,91,8,NNW,35,1014.7,10,59,1,NW,35,1012.8,Winter,8,-2,0,TRUE,TRUE
16/06/2018,4.6,9.9,3.8,WNW,48,00:20:00,6.7,84,0,NNW,24,1016.8,7.6,68,8,WNW,28,1013.5,Winter,9,0.7000000000000455,7,FALSE,TRUE
17/06/2018,2.2,8.5,1.4,NW,50,12:59:00,4.9,78,5,NNW,28,1012.3,5.8,78,8,NNW,24,1012,Winter,10,-1.5,0,FALSE,FALSE
18/06/2018,2.2,13.3,0.2,SSW,52,11:39:00,8.5,71,1,SSE,22,1019.5,10.8,66,4,S,15,1020.7,Winter,-12,8.700000000000045,-4,TRUE,FALSE
19/06/2018,3,12.8,0.2,S,50,01:57:00,7.6,72,7,SSW,30,1026.5,12.5,55,8,S,26,1026.5,Winter,-11,5.7999999999999545,4,FALSE,FALSE
20/06/2018,1.1,14,0,SSE,24,02:45:00,5.7,93,0,Calm,0,1030.8,13.3,46,0,NNW,7,1028.4,Winter,-9,1.900000000000091,-8,TRUE,FALSE
21/06/2018,-4.1,12.7,0,N,20,14:57:00,1,94,0,ESE,2,1031,11.3,50,0,N,17,1027.9,Winter,4,-0.5,0,TRUE,FALSE
22/06/2018,-5.1,13.4,0,NNW,28,14:44:00,0.6,90,0,NNW,4,1030.2,12.7,46,0,NNW,19,1026.6,Winter,-4,-1.300000000000182,0,TRUE,FALSE
23/06/2018,-5.1,13.4,0.2,NNW,28,14:34:00,-0.5,99,8,NE,4,1027.6,13.2,38,0,NW,15,1024.2,Winter,-8,-2.3999999999998636,0,FALSE,FALSE
24/06/2018,-5.7,13.3,0,NW,15,13:01:00,-2.1,99,8,N,2,1029.6,13,38,0,WNW,9,1026.5,Winter,0,2.2999999999999545,0,FALSE,FALSE
25/06/2018,-5.6,12.5,0.2,SE,17,22:02:00,0.3,84,0,N,4,1032.7,11.9,40,0,W,9,1030,Winter,2,3.5,0,TRUE,FALSE
26/06/2018,-4.9,14.2,0,NE,20,14:10:00,0,92,6,SSW,2,1036.2,13.9,42,0,NNW,11,1032.3,Winter,2,2.2999999999999545,0,FALSE,FALSE
27/06/2018,0,15.7,0,NNE,30,12:34:00,7.4,85,8,SE,7,1034.1,13.6,53,1,NE,13,1029.1,Winter,11,-3.2000000000000455,1,FALSE,TRUE
28/06/2018,7.4,13.3,9.6,NE,37,08:49:00,10,92,8,NNE,22,1025.5,11,73,4,N,9,1022,Winter,20,-7.099999999999909,3,FALSE,FALSE
29/06/2018,0.9,11.4,0.6,NNW,35,14:01:00,4.5,99,0,SSW,6,1022.2,9.8,63,8,NW,26,1020.5,Winter,-10,-1.5,4,FALSE,FALSE
30/06/2018,4.4,12,0,WNW,56,14:09:00,8,85,2,NNW,28,1021.6,9.4,56,1,WNW,33,1022.5,Winter,-7,2,-7,FALSE,FALSE
01/07/2018,-3.4,12.2,0,N,15,00:14:00,0.8,99,8,ESE,6,1033.2,11.9,48,0,NNW,7,1030.3,Winter,-8,7.7999999999999545,-1,FALSE,FALSE
02/07/2018,-3.2,13.5,0,ESE,22,07:29:00,2.3,81,0,E,9,1034.1,12.7,49,3,NE,2,1030.7,Winter,1,0.40000000000009095,3,TRUE,FALSE
03/07/2018,-2.5,13.4,0.2,N,30,15:07:00,1.8,99,2,NNE,4,1032.4,13.1,49,0,N,19,1028.5,Winter,0,-2.2000000000000455,-3,FALSE,FALSE
04/07/2018,-3.6,15.8,0,N,37,14:52:00,1,97,0,N,6,1029.9,15.2,42,0,N,28,1025.3,Winter,-7,-3.2000000000000455,0,FALSE,FALSE
05/07/2018,-2.4,18.2,0,NW,54,13:42:00,2.2,99,0,Calm,0,1024.3,17,53,0,NNW,33,1018.5,Winter,11,-6.7999999999999545,0,TRUE,FALSE
06/07/2018,2.2,15.2,0.2,NNW,63,01:15:00,13,75,2,NW,31,1009.8,9.7,76,6,NNW,35,1010.5,Winter,23,-8,6,FALSE,TRUE
07/07/2018,3.9,10.3,1.4,NW,57,13:34:00,7.1,73,3,NNW,37,1009.4,7.9,69,8,NW,26,1008.7,Winter,-7,-1.7999999999999545,2,TRUE,FALSE
08/07/2018,4.6,12.6,0,W,57,02:46:00,7.4,68,6,N,28,1015.8,10.4,54,0,WNW,31,1015.7,Winter,-15,7,-8,TRUE,FALSE
09/07/2018,-2.5,13,0,WNW,26,02:49:00,4.4,87,0,NW,4,1025.7,12.7,43,0,W,11,1025,Winter,-11,9.299999999999955,0,FALSE,FALSE
10/07/2018,-4.7,12.3,0,NNW,33,13:05:00,1.1,84,0,NNW,7,1030.5,11.7,48,0,NNW,17,1026.4,Winter,5,1.400000000000091,0,TRUE,FALSE
11/07/2018,-6.3,12.8,0,NW,35,13:21:00,-1.4,96,0,Calm,0,1026.2,11.8,44,5,NW,20,1023.1,Winter,-4,-3.300000000000068,5,FALSE,FALSE
12/07/2018,-4.8,11.6,0,NNW,31,16:37:00,2,80,1,E,7,1022.8,9.6,47,8,NNW,17,1018.7,Winter,3,-4.399999999999977,3,TRUE,FALSE
13/07/2018,-5,12.7,0,N,22,15:52:00,1.4,92,0,Calm,0,1019.3,12.2,48,0,NNW,15,1017.4,Winter,1,-1.3000000000000682,-8,TRUE,FALSE
14/07/2018,-6.5,11.4,0,NW,24,15:03:00,0,87,0,Calm,0,1022.4,10.3,46,0,NW,17,1018.5,Winter,-2,1.1000000000000227,0,FALSE,FALSE
15/07/2018,-4.8,10.1,0,N,31,14:19:00,0.1,91,7,NNW,9,1019,9.5,50,0,NNW,20,1014.9,Winter,4,-3.6000000000000227,0,TRUE,FALSE
16/07/2018,-7.3,10.6,0,NNW,39,15:12:00,-1,93,7,Calm,0,1015.4,10.2,45,8,NNW,26,1012.9,Winter,-5,-2,8,FALSE,FALSE
17/07/2018,-4.9,15.7,0.2,NNW,72,21:09:00,3.5,75,0,SSW,6,1016.7,15.3,25,0,NW,33,1011.6,Winter,-20,-1.2999999999999545,-8,TRUE,FALSE
18/07/2018,0.2,12.8,0,WNW,50,01:02:00,6.9,58,0,NW,19,1018.8,11.9,42,0,NW,28,1018.2,Winter,17,6.600000000000023,0,FALSE,FALSE
19/07/2018,1.2,14.1,0,NNW,44,13:02:00,6.6,67,0,SW,6,1017.4,13.6,38,0,NW,30,1013.5,Winter,-4,-4.7000000000000455,0,TRUE,FALSE
20/07/2018,0.6,10.7,0.6,NNW,63,01:48:00,7.4,77,8,WNW,20,1006.7,7.3,53,0,WNW,37,1010.8,Winter,15,-2.7000000000000455,0,TRUE,FALSE
21/07/2018,1.6,12.4,0.4,WNW,46,00:09:00,6.4,64,0,NW,17,1022.4,11.2,42,0,NW,24,1021.7,Winter,-11,10.900000000000091,0,TRUE,FALSE
22/07/2018,-6.2,10.6,0,NNW,28,14:52:00,-0.8,99,8,Calm,0,1026.2,10.1,45,0,NNW,19,1021.3,Winter,3,-0.40000000000009095,0,TRUE,FALSE
23/07/2018,-7.4,12.8,0,NNW,44,14:29:00,-1.3,86,0,Calm,0,1021.2,10.2,42,6,N,28,1015.1,Winter,-3,-6.199999999999932,6,TRUE,FALSE
24/07/2018,-1.3,14.9,0,NW,67,00:38:00,10.2,55,0,NNW,15,1015,13.1,47,0,NW,44,1013.4,Winter,5,-1.7000000000000455,-6,FALSE,FALSE
25/07/2018,9.5,15.8,0.2,WNW,57,10:38:00,12.3,56,3,NNW,20,1017.2,14.8,43,0,WNW,28,1016.7,Winter,-4,3.300000000000068,0,TRUE,FALSE
26/07/2018,-2.1,14.3,0,WNW,39,16:33:00,4.2,81,0,ESE,4,1021.3,14,41,0,NW,13,1017.1,Winter,-2,0.39999999999997726,0,TRUE,FALSE
27/07/2018,-4.9,16.2,0,WNW,41,14:47:00,1.8,87,0,NNE,4,1019.6,15.2,37,1,WNW,26,1015.7,Winter,-4,-1.3999999999999773,1,TRUE,FALSE
28/07/2018,-3.3,16.5,0,NW,31,14:15:00,2.4,91,4,Calm,0,1019.4,16,43,1,WNW,15,1014.6,Winter,6,-1.1000000000000227,0,FALSE,TRUE
29/07/2018,2.4,14,3.8,NW,72,15:24:00,10.2,79,8,NNW,35,1007.7,11.5,55,7,WNW,30,1007.5,Winter,12,-7.100000000000023,6,TRUE,FALSE
30/07/2018,4.2,11.5,0.8,WNW,48,01:22:00,7.1,56,0,NW,26,1016.9,10.2,48,0,NW,30,1017.1,Winter,-7,9.600000000000023,-7,FALSE,FALSE
31/07/2018,3,15.4,0,NW,63,13:15:00,7.9,63,0,NNW,35,1016,13.3,50,8,NW,37,1014.4,Winter,2,-2.7000000000000455,8,TRUE,FALSE
01/08/2018,7.6,15.4,0,NW,54,01:38:00,10.9,54,0,WNW,22,1018.7,14.7,32,0,NW,19,1018.7,Winter,-18,4.300000000000068,-8,FALSE,FALSE
02/08/2018,-3.8,14.3,0,NNW,26,12:23:00,3.3,87,1,Calm,0,1026.8,13.7,43,0,NE,9,1021.9,Winter,11,3.199999999999932,0,TRUE,FALSE
03/08/2018,-3.6,19.5,0,NW,72,20:56:00,3.7,84,0,Calm,0,1018.1,17.9,35,4,NNW,39,1009.9,Winter,-8,-12,4,TRUE,TRUE
04/08/2018,3.7,12.8,13.8,NNW,54,04:50:00,7.8,77,8,NNW,24,1016.8,11.6,52,5,WNW,22,1016.1,Winter,17,6.2000000000000455,1,TRUE,FALSE
05/08/2018,-1,15,0,NW,43,12:19:00,5,85,0,Calm,0,1018.4,14.6,48,0,NW,24,1011.8,Winter,-4,-4.300000000000068,-5,FALSE,FALSE
06/08/2018,1.2,13.7,0,NW,61,10:48:00,9.2,72,8,N,28,1005.4,10.9,44,8,WNW,31,1003.5,Winter,-4,-8.299999999999955,8,FALSE,TRUE
07/08/2018,2.4,9.7,6.6,WNW,61,14:52:00,4.9,90,5,NW,30,1009.5,8.8,54,0,WNW,44,1010.4,Winter,10,6.899999999999977,-8,FALSE,FALSE
08/08/2018,2.6,12.1,0,WNW,70,12:45:00,6.5,65,8,NW,30,1014.9,9.9,60,8,WNW,35,1013.7,Winter,6,3.300000000000068,8,FALSE,FALSE
09/08/2018,1.6,13.7,0,NNW,30,00:40:00,6.3,94,7,SSW,9,1024.3,12.9,50,0,N,15,1022.2,Winter,-10,8.5,-8,TRUE,FALSE
10/08/2018,-2.5,15.6,0.2,NNW,43,12:16:00,0.5,99,8,Calm,0,1023.6,14.9,42,0,NW,28,1017.7,Winter,-8,-4.5,0,FALSE,FALSE
11/08/2018,0.4,16.4,0,NW,59,10:48:00,8.9,63,1,SE,7,1011.4,13.2,45,8,NNW,37,1008.1,Winter,3,-9.600000000000023,8,TRUE,TRUE
12/08/2018,1.4,11.7,3,WNW,46,14:08:00,6.4,72,0,W,17,1016.9,10.7,39,1,WNW,31,1018.1,Winter,-6,10,-7,FALSE,FALSE
13/08/2018,2.4,13.8,0,WNW,52,14:23:00,7.6,76,0,NNW,26,1022.9,12.5,54,0,WNW,35,1022.1,Winter,15,4,-1,TRUE,FALSE
14/08/2018,2.8,16.4,0,N,44,13:46:00,9.6,66,0,NW,22,1025,14.9,49,0,NNW,28,1020.5,Winter,-5,-1.6000000000000227,0,FALSE,FALSE
15/08/2018,5.6,16,0,NNW,61,11:09:00,9.9,62,0,N,31,1015.9,13.9,46,4,NW,37,1011.4,Winter,-3,-9.100000000000023,4,TRUE,FALSE
16/08/2018,6.5,13.8,0,WNW,56,06:23:00,10.3,47,0,WNW,20,1013.2,12.5,38,0,WNW,30,1012.1,Winter,-8,0.7000000000000455,-4,TRUE,FALSE
17/08/2018,-5.5,13.4,0,WNW,41,13:32:00,2.7,74,0,NNE,2,1017.2,10.7,40,3,WNW,26,1014,Winter,2,1.8999999999999773,3,FALSE,FALSE
18/08/2018,-0.5,11.2,0,NW,59,11:22:00,9.1,55,2,NNW,13,1011.3,8.5,72,8,NW,22,1009.1,Winter,32,-4.899999999999977,5,FALSE,TRUE
19/08/2018,2.7,10.6,3.4,W,52,14:33:00,5.8,59,1,NW,24,1013.2,8.9,44,8,W,24,1014,Winter,-28,4.899999999999977,0,TRUE,FALSE
20/08/2018,-5.7,11.5,0,NW,44,19:46:00,2.6,71,0,NNW,2,1022.4,10.4,49,0,NNW,28,1018.7,Winter,5,4.7000000000000455,-8,FALSE,FALSE
21/08/2018,2.6,12.8,0,WNW,52,13:43:00,7.7,68,3,N,30,1016,10.7,52,0,WNW,37,1012.5,Winter,3,-6.2000000000000455,0,FALSE,FALSE
22/08/2018,1.7,14,0,W,30,00:07:00,7.8,66,0,WNW,7,1017.1,12.3,38,4,N,9,1015.3,Winter,-14,2.7999999999999545,4,FALSE,FALSE
23/08/2018,-1.5,12,0,E,30,20:19:00,5.3,81,8,SE,7,1022.4,11.4,45,8,NNE,13,1020.4,Winter,7,5.100000000000023,4,FALSE,FALSE
24/08/2018,4.1,14.9,0,E,37,18:29:00,9.6,71,7,ENE,7,1024.8,13.3,44,4,ESE,7,1022.3,Winter,-1,1.8999999999999773,-4,FALSE,FALSE
25/08/2018,4.9,16.1,0,N,43,15:57:00,11.8,69,7,NE,13,1023.3,15.1,57,8,NW,9,1018.9,Winter,13,-3.3999999999999773,4,FALSE,TRUE
26/08/2018,4.6,17.6,1.6,WNW,31,15:29:00,8.5,99,3,N,9,1018.7,17,48,0,WNW,22,1014.3,Winter,-9,-4.600000000000023,-8,TRUE,FALSE
27/08/2018,0.2,14,0,S,35,09:02:00,7.7,64,2,SSE,19,1021.8,12,30,4,SSE,19,1020.8,Winter,-18,6.5,4,FALSE,FALSE
28/08/2018,-3.4,12,0,S,39,09:14:00,5.4,51,3,S,9,1023,10.2,31,1,S,15,1018.1,Winter,1,-2.699999999999932,-3,FALSE,FALSE
29/08/2018,-5,13,0,SSW,35,09:12:00,4.8,56,0,WSW,6,1020.8,12.3,28,0,NNW,13,1017.7,Winter,-3,-0.39999999999997726,-1,FALSE,FALSE
30/08/2018,-6.4,14.8,0,WNW,24,14:54:00,3.6,61,0,N,7,1021.5,13.4,27,8,WNW,17,1017.5,Winter,-1,-0.20000000000004547,8,FALSE,FALSE
31/08/2018,3.6,12.1,0.4,NNW,44,16:17:00,6.7,81,8,SSE,9,1008.2,7.4,99,8,WNW,13,1001.2,Winter,72,-16.299999999999955,0,FALSE,TRUE
01/09/2018,6.1,15,12.4,WNW,52,12:16:00,12.1,66,0,NW,28,1008.8,12.7,63,1,NW,28,1009.7,Spring,-36,8.5,-7,TRUE,FALSE
